position,doc,lang,form,lemma,anchor
104,let001,nl,is,,let001:0.2.0.0.11
105,let001,nl,dus,,let001:0.2.0.0.11
106,let001,nl,maar,,let001:0.2.0.0.11
107,let001,nl,goed,,let001:0.2.0.0.11
108,let001,nl,dat,,let001:0.2.0.0.11
109,let001,nl,je,,let001:0.2.0.0.11
110,let001,nl,niet,,let001:0.2.0.0.11
111,let001,nl,gebleven,,let001:0.2.0.0.11
112,let001,nl,zijt,,let001:0.2.0.0.11
113,let001,nl,om,,let001:0.2.0.0.11
114,let001,nl,die,,let001:0.2.0.0.11
115,let001,nl,te,,let001:0.2.0.0.11
116,let001,nl,zien,,let001:0.2.0.0.11
117,let001,nl,Groeten,,let001:0.2.0.0.11
118,let001,nl,van,,let001:0.2.0.0.11
119,let001,nl,de,,let001:0.2.0.0.11
120,let001,nl,familie,,let001:0.2.0.0.11
121,let001,nl,Haanebeek,,let001:0.2.0.0.11
122,let001,nl,Roos,,let001:0.2.0.0.11
123,let001,nl,Steeds,,let001:0.2.0.0.11
124,let001,nl,je,,let001:0.2.0.0.14
125,let001,nl,liefh,,let001:0.2.0.0.14
126,let001,nl,Vincent,,let001:0.2.0.0.16
127,let001,,The,,let001:0.2.0.1.1
128,let001,,Hague,,let001:0.2.0.1.1
129,let001,,September,,let001:0.2.0.1.1
130,let001,,My,,let001:0.2.0.1.3
131,let001,,dear,,let001:0.2.0.1.3
132,let001,,Theo,,let001:0.2.0.1.3
133,let001,,Thanks,,let001:0.2.0.1.4
134,let001,,for,,let001:0.2.0.1.4
135,let001,,your,,let001:0.2.0.1.4
136,let001,,letter,,let001:0.2.0.1.4
137,let001,,I,,let001:0.2.0.1.4
138,let001,,was,,let001:0.2.0.1.4
139,let001,,glad,,let001:0.2.0.1.4
140,let001,,to,,let001:0.2.0.1.4
141,let001,,hear,,let001:0.2.0.1.4
142,let001,,that,,let001:0.2.0.1.4
143,let001,,you,,let001:0.2.0.1.4
144,let001,,got,,let001:0.2.0.1.4
145,let001,,back,,let001:0.2.0.1.4
146,let001,,safely,,let001:0.2.0.1.4
147,let001,,I,,let001:0.2.0.1.4
148,let001,,missed,,let001:0.2.0.1.4
149,let001,,you,,let001:0.2.0.1.4
150,let001,,the,,let001:0.2.0.1.4
151,let001,,first,,let001:0.2.0.1.4
152,let001,,few,,let001:0.2.0.1.4
153,let001,,days,,let001:0.2.0.1.4
154,let001,,and,,let001:0.2.0.1.4
155,let001,,it,,let001:0.2.0.1.4
156,let001,,was,,let001:0.2.0.1.4
157,let001,,strange,,let001:0.2.0.1.4
158,let001,,for,,let001:0.2.0.1.4
159,let001,,me,,let001:0.2.0.1.4
160,let001,,not,,let001:0.2.0.1.4
161,let001,,to,,let001:0.2.0.1.4
162,let001,,find,,let001:0.2.0.1.4
163,let001,,you,,let001:0.2.0.1.4
164,let001,,when,,let001:0.2.0.1.4
165,let001,,I,,let001:0.2.0.1.4
166,let001,,came,,let001:0.2.0.1.4
167,let001,,home,,let001:0.2.0.1.4
168,let001,,in,,let001:0.2.0.1.4
169,let001,,the,,let001:0.2.0.1.4
170,let001,,afternoon,,let001:0.2.0.1.4
171,let001,,We,,let001:0.2.0.1.5
172,let001,,spent,,let001:0.2.0.1.5
173,let001,,some,,let001:0.2.0.1.5
174,let001,,pleasant,,let001:0.2.0.1.5
175,let001,,days,,let001:0.2.0.1.5
176,let001,,together,,let001:0.2.0.1.5
177,let001,,and,,let001:0.2.0.1.5
178,let001,,actually,,let001:0.2.0.1.5
179,let001,,did,,let001:0.2.0.1.5
180,let001,,go,,let001:0.2.0.1.5
181,let001,,for,,let001:0.2.0.1.5
182,let001,,some,,let001:0.2.0.1.5
183,let001,,walks,,let001:0.2.0.1.5
184,let001,,and,,let001:0.2.0.1.5
185,let001,,see,,let001:0.2.0.1.5
186,let001,,a,,let001:0.2.0.1.5
187,let001,,thing,,let001:0.2.0.1.5
188,let001,,or,,let001:0.2.0.1.5
189,let001,,two,,let001:0.2.0.1.5
190,let001,,whenever,,let001:0.2.0.1.5
191,let001,,we,,let001:0.2.0.1.5
192,let001,,had,,let001:0.2.0.1.5
193,let001,,the,,let001:0.2.0.1.5
194,let001,,chance,,let001:0.2.0.1.5
195,let001,,What,,let001:0.2.0.1.6
196,let001,,terrible,,let001:0.2.0.1.6
197,let001,,weather,,let001:0.2.0.1.6
198,let001,,you,,let001:0.2.0.1.6
199,let001,,must,,let001:0.2.0.1.6
200,let001,,feel,,let001:0.2.0.1.6
201,let001,,anxious,,let001:0.2.0.1.6.0
202,let001,,on,,let001:0.2.0.1.6
203,let001,,your,,let001:0.2.0.1.6
204,let001,,walks,,let001:0.2.0.1.6
205,let001,,to,,let001:0.2.0.1.6
206,let001,,Oisterwijk,,let001:0.2.0.1.6.1
207,let001,,Yesterday,,let001:0.2.0.1.6
208,let001,,there,,let001:0.2.0.1.6
209,let001,,were,,let001:0.2.0.1.6
210,let001,,trotting,,let001:0.2.0.1.6
211,let001,,races,,let001:0.2.0.1.6
212,let001,,on,,let001:0.2.0.1.6
213,let001,,the,,let001:0.2.0.1.6
214,let001,,occasion,,let001:0.2.0.1.6
215,let001,,of,,let001:0.2.0.1.6
216,let001,,the,,let001:0.2.0.1.6
217,let001,,exhibition,,let001:0.2.0.1.6
218,let001,,but,,let001:0.2.0.1.6
219,let001,,the,,let001:0.2.0.1.6
220,let001,,illumination,,let001:0.2.0.1.6
221,let001,,and,,let001:0.2.0.1.6
222,let001,,fireworks,,let001:0.2.0.1.6
223,let001,,were,,let001:0.2.0.1.6
224,let001,,postponed,,let001:0.2.0.1.6
225,let001,,because,,let001:0.2.0.1.6
226,let001,,of,,let001:0.2.0.1.6
227,let001,,the,,let001:0.2.0.1.6
228,let001,,bad,,let001:0.2.0.1.6
229,let001,,weather,,let001:0.2.0.1.6
230,let001,,so,,let001:0.2.0.1.6
231,let001,,it’s,,let001:0.2.0.1.6
232,let001,,just,,let001:0.2.0.1.6
233,let001,,as,,let001:0.2.0.1.6
234,let001,,well,,let001:0.2.0.1.6
235,let001,,you,,let001:0.2.0.1.6
236,let001,,didn’t,,let001:0.2.0.1.6
237,let001,,stay,,let001:0.2.0.1.6
238,let001,,to,,let001:0.2.0.1.6
239,let001,,see,,let001:0.2.0.1.6
240,let001,,them,,let001:0.2.0.1.6
241,let001,,Regards,,let001:0.2.0.1.6
242,let001,,from,,let001:0.2.0.1.6
243,let001,,the,,let001:0.2.0.1.6
244,let001,,Haanebeeks,,let001:0.2.0.1.6.5
245,let001,,and,,let001:0.2.0.1.6
246,let001,,the,,let001:0.2.0.1.6
247,let001,,Rooses,,let001:0.2.0.1.6.7
248,let001,,Ever,,let001:0.2.0.1.6
249,let001,,Your,,let001:0.2.0.1.8
250,let001,,loving,,let001:0.2.0.1.8
251,let001,,Vincent,,let001:0.2.0.1.9
252,let001a,nl,den,,let001a:0.2.0.0.2
253,let001a,nl,Haag,,let001a:0.2.0.0.2
254,let001a,nl,Oct,,let001a:0.2.0.0.2
255,let001a,nl,WelEd,,let001a:0.2.0.0.5
256,let001a,nl,Heer,,let001a:0.2.0.0.5
257,let001a,nl,Tot,,let001a:0.2.0.0.7
258,let001a,nl,mijn,,let001a:0.2.0.0.7
259,let001a,nl,leed,,let001a:0.2.0.0.7
260,let001a,nl,wezen,,let001a:0.2.0.0.7
261,let001a,nl,ben,,let001a:0.2.0.0.7
262,let001a,nl,ik,,let001a:0.2.0.0.7
263,let001a,nl,geen,,let001a:0.2.0.0.7
264,let001a,nl,van,,let001a:0.2.0.0.7
265,let001a,nl,de,,let001a:0.2.0.0.7
266,let001a,nl,door,,let001a:0.2.0.0.7
267,let001a,nl,U,,let001a:0.2.0.0.7
268,let001a,nl,opgegeven,,let001a:0.2.0.0.7
269,let001a,nl,stukken,,let001a:0.2.0.0.7
270,let001a,nl,kunnen,,let001a:0.2.0.0.7
271,let001a,nl,machtig,,let001a:0.2.0.0.7
272,let001a,nl,worden,,let001a:0.2.0.0.7
273,let001a,nl,daar,,let001a:0.2.0.0.7
274,let001a,nl,zij,,let001a:0.2.0.0.7
275,let001a,nl,allen,,let001a:0.2.0.0.7
276,let001a,nl,hooger,,let001a:0.2.0.0.7
277,let001a,nl,zijn,,let001a:0.2.0.0.7
278,let001a,nl,gegaan,,let001a:0.2.0.0.7
279,let001a,nl,dan,,let001a:0.2.0.0.7
280,let001a,nl,de,,let001a:0.2.0.0.7
281,let001a,nl,opgegeven,,let001a:0.2.0.0.7
282,let001a,nl,prijzen,,let001a:0.2.0.0.7
283,let001a,nl,Zij,,let001a:0.2.0.0.9
284,let001a,nl,zijn,,let001a:0.2.0.0.9
285,let001a,nl,allen,,let001a:0.2.0.0.9
286,let001a,nl,gekocht,,let001a:0.2.0.0.9
287,let001a,nl,door,,let001a:0.2.0.0.9
288,let001a,nl,den,,let001a:0.2.0.0.9
289,let001a,nl,Heer,,let001a:0.2.0.0.9
290,let001a,nl,v,,let001a:0.2.0.0.9
291,let001a,nl,Stockum,,let001a:0.2.0.0.9
292,let001a,nl,die,,let001a:0.2.0.0.9
293,let001a,nl,er,,let001a:0.2.0.0.9
294,let001a,nl,commissie,,let001a:0.2.0.0.9
295,let001a,nl,op,,let001a:0.2.0.0.9
296,let001a,nl,scheen,,let001a:0.2.0.0.9
297,let001a,nl,te,,let001a:0.2.0.0.9
298,let001a,nl,hebben,,let001a:0.2.0.0.9
299,let001a,nl,Voor,,let001a:0.2.0.0.12
300,let001a,nl,wien,,let001a:0.2.0.0.12
301,let001a,nl,het,,let001a:0.2.0.0.12
302,let001a,nl,was,,let001a:0.2.0.0.12
303,let001a,nl,weet,,let001a:0.2.0.0.12
304,let001a,nl,ik,,let001a:0.2.0.0.12
305,let001a,nl,niet,,let001a:0.2.0.0.12
306,let001a,nl,maar,,let001a:0.2.0.0.12
307,let001a,nl,hoop,,let001a:0.2.0.0.12
308,let001a,nl,dat,,let001a:0.2.0.0.12
309,let001a,nl,toch,,let001a:0.2.0.0.12
310,let001a,nl,wel,,let001a:0.2.0.0.12
311,let001a,nl,te,,let001a:0.2.0.0.12
312,let001a,nl,weten,,let001a:0.2.0.0.12
313,let001a,nl,te,,let001a:0.2.0.0.12
314,let001a,nl,komen,,let001a:0.2.0.0.12
315,let001a,nl,daar,,let001a:0.2.0.0.12
316,let001a,nl,ik,,let001a:0.2.0.0.12
317,let001a,nl,den,,let001a:0.2.0.0.12
318,let001a,nl,zoon,,let001a:0.2.0.0.12
319,let001a,nl,van,,let001a:0.2.0.0.12
320,let001a,nl,den,,let001a:0.2.0.0.12
321,let001a,nl,Heer,,let001a:0.2.0.0.12
322,let001a,nl,v,,let001a:0.2.0.0.12
323,let001a,nl,Stockum,,let001a:0.2.0.0.12
324,let001a,nl,ken,,let001a:0.2.0.0.12
325,let001a,nl,hij,,let001a:0.2.0.0.12
326,let001a,nl,mij,,let001a:0.2.0.0.12
327,let001a,nl,beloofd,,let001a:0.2.0.0.12
328,let001a,nl,heeft,,let001a:0.2.0.0.12
329,let001a,nl,er,,let001a:0.2.0.0.12
330,let001a,nl,naar,,let001a:0.2.0.0.12
331,let001a,nl,te,,let001a:0.2.0.0.12
332,let001a,nl,in,,let001a:0.2.0.0.12
333,let001a,nl,formeeren,,let001a:0.2.0.0.12
334,let001a,nl,Zoodra,,let001a:0.2.0.0.14
335,let001a,nl,ik,,let001a:0.2.0.0.14
336,let001a,nl,er,,let001a:0.2.0.0.14
337,let001a,nl,iets,,let001a:0.2.0.0.14
338,let001a,nl,van,,let001a:0.2.0.0.14
339,let001a,nl,hoor,,let001a:0.2.0.0.14
340,let001a,nl,zal,,let001a:0.2.0.0.14
341,let001a,nl,ik,,let001a:0.2.0.0.14
342,let001a,nl,het,,let001a:0.2.0.0.14
343,let001a,nl,U,,let001a:0.2.0.0.14
344,let001a,nl,schrijven,,let001a:0.2.0.0.14
345,let001a,nl,De,,let001a:0.2.0.0.14
346,let001a,nl,verkooping,,let001a:0.2.0.0.14
347,let001a,nl,was,,let001a:0.2.0.0.14
348,let001a,nl,druk,,let001a:0.2.0.0.14
349,let001a,nl,bezocht,,let001a:0.2.0.0.14
350,let001a,nl,naar,,let001a:0.2.0.0.14
351,let001a,nl,ik,,let001a:0.2.0.0.14
352,let001a,nl,hoor,,let001a:0.2.0.0.14
353,let001a,nl,zijn,,let001a:0.2.0.0.14
354,let001a,nl,er,,let001a:0.2.0.0.14
355,let001a,nl,over,,let001a:0.2.0.0.14
356,let001a,nl,het,,let001a:0.2.0.0.14
357,let001a,nl,algemeen,,let001a:0.2.0.0.14
358,let001a,nl,hooger,,let001a:0.2.0.0.14
359,let001a,nl,prijzen,,let001a:0.2.0.0.14
360,let001a,nl,besteed,,let001a:0.2.0.0.14
361,let001a,nl,dan,,let001a:0.2.0.0.14
362,let001a,nl,gewoonlijk,,let001a:0.2.0.0.14
363,let001a,nl,Voor,,let001a:0.2.0.0.17
364,let001a,nl,de,,let001a:0.2.0.0.17
365,let001a,nl,opgegeven,,let001a:0.2.0.0.17
366,let001a,nl,N,,let001a:0.2.0.0.17
367,let001a,nl,os,,let001a:0.2.0.0.17.0
368,let001a,nl,is,,let001a:0.2.0.0.17
369,let001a,nl,ongeveer,,let001a:0.2.0.0.17
370,let001a,nl,f,,let001a:0.2.0.0.17
371,let001a,nl,besteed,,let001a:0.2.0.0.17
372,let001a,nl,Na,,let001a:0.2.0.0.19
373,let001a,nl,U,,let001a:0.2.0.0.19
374,let001a,nl,verzocht,,let001a:0.2.0.0.19
375,let001a,nl,te,,let001a:0.2.0.0.19
376,let001a,nl,hebben,,let001a:0.2.0.0.19
377,let001a,nl,mijne,,let001a:0.2.0.0.19
378,let001a,nl,beleefde,,let001a:0.2.0.0.19
379,let001a,nl,groeten,,let001a:0.2.0.0.19
380,let001a,nl,aan,,let001a:0.2.0.0.19
381,let001a,nl,de,,let001a:0.2.0.0.19
382,let001a,nl,familie,,let001a:0.2.0.0.19
383,let001a,nl,de,,let001a:0.2.0.0.19
384,let001a,nl,Jong,,let001a:0.2.0.0.19
385,let001a,nl,te,,let001a:0.2.0.0.19
386,let001a,nl,doen,,let001a:0.2.0.0.19
387,let001a,nl,noem,,let001a:0.2.0.0.19
388,let001a,nl,ik,,let001a:0.2.0.0.19
389,let001a,nl,mij,,let001a:0.2.0.0.19
390,let001a,nl,met,,let001a:0.2.0.0.19
391,let001a,nl,de,,let001a:0.2.0.0.19
392,let001a,nl,meeste,,let001a:0.2.0.0.19
393,let001a,nl,achting,,let001a:0.2.0.0.19
394,let001a,nl,Uw,,let001a:0.2.0.0.22
395,let001a,nl,Dw,,let001a:0.2.0.0.22
396,let001a,nl,Dienaar,,let001a:0.2.0.0.22
397,let001a,nl,V.W,,let001a:0.2.0.0.24
398,let001a,nl,van,,let001a:0.2.0.0.24
399,let001a,nl,Gogh,,let001a:0.2.0.0.24
400,let001a,,The,,let001a:0.2.0.1.1
401,let001a,,Hague,,let001a:0.2.0.1.1
402,let001a,,Oct,,let001a:0.2.0.1.1
403,let001a,,Dear,,let001a:0.2.0.1.3
404,let001a,,Sir,,let001a:0.2.0.1.3
405,let001a,,I,,let001a:0.2.0.1.4
406,let001a,,regret,,let001a:0.2.0.1.4
407,let001a,,that,,let001a:0.2.0.1.4
408,let001a,,I,,let001a:0.2.0.1.4
409,let001a,,have,,let001a:0.2.0.1.4
410,let001a,,been,,let001a:0.2.0.1.4
411,let001a,,unable,,let001a:0.2.0.1.4
412,let001a,,to,,let001a:0.2.0.1.4
413,let001a,,obtain,,let001a:0.2.0.1.4
414,let001a,,any,,let001a:0.2.0.1.4
415,let001a,,of,,let001a:0.2.0.1.4
416,let001a,,the,,let001a:0.2.0.1.4
417,let001a,,items,,let001a:0.2.0.1.4
418,let001a,,you,,let001a:0.2.0.1.4
419,let001a,,specified,,let001a:0.2.0.1.4
420,let001a,,since,,let001a:0.2.0.1.4
421,let001a,,they,,let001a:0.2.0.1.4
422,let001a,,all,,let001a:0.2.0.1.4
423,let001a,,fetched,,let001a:0.2.0.1.4
424,let001a,,more,,let001a:0.2.0.1.4
425,let001a,,than,,let001a:0.2.0.1.4
426,let001a,,the,,let001a:0.2.0.1.4
427,let001a,,prices,,let001a:0.2.0.1.4
428,let001a,,specified,,let001a:0.2.0.1.4
429,let001a,,They,,let001a:0.2.0.1.5
430,let001a,,were,,let001a:0.2.0.1.5
431,let001a,,all,,let001a:0.2.0.1.5
432,let001a,,purchased,,let001a:0.2.0.1.5
433,let001a,,by,,let001a:0.2.0.1.5
434,let001a,,Mr,,let001a:0.2.0.1.5.0
435,let001a,,Van,,let001a:0.2.0.1.5.0
436,let001a,,Stockum,,let001a:0.2.0.1.5.0
437,let001a,,who,,let001a:0.2.0.1.5
438,let001a,,had,,let001a:0.2.0.1.5
439,let001a,,apparently,,let001a:0.2.0.1.5
440,let001a,,been,,let001a:0.2.0.1.5
441,let001a,,acting,,let001a:0.2.0.1.5
442,let001a,,on,,let001a:0.2.0.1.5
443,let001a,,commission,,let001a:0.2.0.1.5
444,let001a,,I,,let001a:0.2.0.1.7
445,let001a,,do,,let001a:0.2.0.1.7
446,let001a,,not,,let001a:0.2.0.1.7
447,let001a,,know,,let001a:0.2.0.1.7
448,let001a,,for,,let001a:0.2.0.1.7
449,let001a,,whom,,let001a:0.2.0.1.7
450,let001a,,but,,let001a:0.2.0.1.7
451,let001a,,hope,,let001a:0.2.0.1.7
452,let001a,,to,,let001a:0.2.0.1.7
453,let001a,,be,,let001a:0.2.0.1.7
454,let001a,,able,,let001a:0.2.0.1.7
455,let001a,,to,,let001a:0.2.0.1.7
456,let001a,,discover,,let001a:0.2.0.1.7
457,let001a,,it,,let001a:0.2.0.1.7
458,let001a,,since,,let001a:0.2.0.1.7
459,let001a,,I,,let001a:0.2.0.1.7
460,let001a,,know,,let001a:0.2.0.1.7
461,let001a,,Mr,,let001a:0.2.0.1.7.0
462,let001a,,Van,,let001a:0.2.0.1.7.0
463,let001a,,Stockum’s,,let001a:0.2.0.1.7.0
464,let001a,,son,,let001a:0.2.0.1.7.0
465,let001a,,and,,let001a:0.2.0.1.7
466,let001a,,he,,let001a:0.2.0.1.7
467,let001a,,has,,let001a:0.2.0.1.7
468,let001a,,promised,,let001a:0.2.0.1.7
469,let001a,,to,,let001a:0.2.0.1.7
470,let001a,,make,,let001a:0.2.0.1.7
471,let001a,,enquiries,,let001a:0.2.0.1.7
472,let001a,,As,,let001a:0.2.0.1.8
473,let001a,,soon,,let001a:0.2.0.1.8
474,let001a,,as,,let001a:0.2.0.1.8
475,let001a,,I,,let001a:0.2.0.1.8
476,let001a,,hear,,let001a:0.2.0.1.8
477,let001a,,anything,,let001a:0.2.0.1.8
478,let001a,,I,,let001a:0.2.0.1.8
479,let001a,,shall,,let001a:0.2.0.1.8
480,let001a,,write,,let001a:0.2.0.1.8
481,let001a,,informing,,let001a:0.2.0.1.8
482,let001a,,you,,let001a:0.2.0.1.8
483,let001a,,The,,let001a:0.2.0.1.9
484,let001a,,auction,,let001a:0.2.0.1.9
485,let001a,,was,,let001a:0.2.0.1.9
486,let001a,,very,,let001a:0.2.0.1.9
487,let001a,,well,,let001a:0.2.0.1.9
488,let001a,,attended,,let001a:0.2.0.1.9
489,let001a,,and,,let001a:0.2.0.1.9
490,let001a,,I,,let001a:0.2.0.1.9
491,let001a,,have,,let001a:0.2.0.1.9
492,let001a,,heard,,let001a:0.2.0.1.9
493,let001a,,that,,let001a:0.2.0.1.9
494,let001a,,in,,let001a:0.2.0.1.9
495,let001a,,general,,let001a:0.2.0.1.9
496,let001a,,the,,let001a:0.2.0.1.9
497,let001a,,prices,,let001a:0.2.0.1.9
498,let001a,,paid,,let001a:0.2.0.1.9
499,let001a,,were,,let001a:0.2.0.1.9
500,let001a,,higher,,let001a:0.2.0.1.9
501,let001a,,than,,let001a:0.2.0.1.9
502,let001a,,usual,,let001a:0.2.0.1.9
503,let001a,,Approximately,,let001a:0.2.0.1.11
504,let001a,,guilders,,let001a:0.2.0.1.11
505,let001a,,was,,let001a:0.2.0.1.11
506,let001a,,paid,,let001a:0.2.0.1.11
507,let001a,,for,,let001a:0.2.0.1.11
508,let001a,,the,,let001a:0.2.0.1.11
509,let001a,,nos,,let001a:0.2.0.1.11
510,let001a,,specified,,let001a:0.2.0.1.11
511,let001a,,With,,let001a:0.2.0.1.12
512,let001a,,the,,let001a:0.2.0.1.12
513,let001a,,request,,let001a:0.2.0.1.12
514,let001a,,that,,let001a:0.2.0.1.12
515,let001a,,you,,let001a:0.2.0.1.12
516,let001a,,pay,,let001a:0.2.0.1.12
517,let001a,,my,,let001a:0.2.0.1.12
518,let001a,,respects,,let001a:0.2.0.1.12
519,let001a,,to,,let001a:0.2.0.1.12
520,let001a,,the,,let001a:0.2.0.1.12
521,let001a,,De,,let001a:0.2.0.1.12.0
522,let001a,,Jonge,,let001a:0.2.0.1.12.0
523,let001a,,family,,let001a:0.2.0.1.12
524,let001a,,I,,let001a:0.2.0.1.12
525,let001a,,am,,let001a:0.2.0.1.12
526,let001a,,yours,,let001a:0.2.0.1.12
527,let001a,,faithfully,,let001a:0.2.0.1.12
528,let001a,,Your,,let001a:0.2.0.1.14
529,let001a,,obedient,,let001a:0.2.0.1.14
530,let001a,,servant,,let001a:0.2.0.1.14
531,let001a,,V.W,,let001a:0.2.0.1.15
532,let001a,,van,,let001a:0.2.0.1.15
533,let001a,,Gogh,,let001a:0.2.0.1.15
534,let002,nl,den,,let002:0.2.0.0.2
535,let002,nl,Haag,,let002:0.2.0.0.2
536,let002,nl,December,,let002:0.2.0.0.2
537,let002,nl,Waarde,,let002:0.2.0.0.5
538,let002,nl,Theo,,let002:0.2.0.0.5
539,let002,nl,Dat,,let002:0.2.0.0.7
540,let002,nl,was,,let002:0.2.0.0.7
541,let002,nl,een,,let002:0.2.0.0.7
542,let002,nl,goed,,let002:0.2.0.0.7
543,let002,nl,nieuws,,let002:0.2.0.0.7
544,let002,nl,dat,,let002:0.2.0.0.7
545,let002,nl,ik,,let002:0.2.0.0.7
546,let002,nl,daar,,let002:0.2.0.0.7
547,let002,nl,uit,,let002:0.2.0.0.7
548,let002,nl,Pa’s,,let002:0.2.0.0.7
549,let002,nl,brief,,let002:0.2.0.0.7
550,let002,nl,las,,let002:0.2.0.0.7
551,let002,nl,Van,,let002:0.2.0.0.7
552,let002,nl,harte,,let002:0.2.0.0.7
553,let002,nl,wensch,,let002:0.2.0.0.7
