position,doc,lang,form,lemma,anchor
44,ldlt-balex,,uidentur,,ldlt-balex:0.1.1.0.1.1
45,ldlt-balex,,testudinibus,,ldlt-balex:0.1.1.0.1.1
46,ldlt-balex,,ac,,ldlt-balex:0.1.1.0.1.1
47,ldlt-balex,,musculis,,ldlt-balex:0.1.1.0.1.1
48,ldlt-balex,,aptantur,,lem-1.2-aptantur
49,ldlt-balex,,Ex,,ldlt-balex:0.1.1.0.1.1
50,ldlt-balex,,aedificiis,,ldlt-balex:0.1.1.0.1.1
51,ldlt-balex,,autem,,ldlt-balex:0.1.1.0.1.1
52,ldlt-balex,,per,,lem-1.2-per-foramina
53,ldlt-balex,,foramina,,lem-1.2-per-foramina
54,ldlt-balex,,in,,ldlt-balex:0.1.1.0.1.1
55,ldlt-balex,,proxima,,ldlt-balex:0.1.1.0.1.1
56,ldlt-balex,,aedificia,,ldlt-balex:0.1.1.0.1.1
57,ldlt-balex,,arietes,,ldlt-balex:0.1.1.0.1.1
58,ldlt-balex,,immittuntur,,ldlt-balex:0.1.1.0.1.1
59,ldlt-balex,,quantumque,,ldlt-balex:0.1.1.0.1.1
60,ldlt-balex,,aut,,ldlt-balex:0.1.1.0.1.1
61,ldlt-balex,,ruinis,,ldlt-balex:0.1.1.0.1.1
62,ldlt-balex,,deicitur,,ldlt-balex:0.1.1.0.1.1
63,ldlt-balex,,aut,,ldlt-balex:0.1.1.0.1.1
64,ldlt-balex,,per,,ldlt-balex:0.1.1.0.1.1
65,ldlt-balex,,uim,,ldlt-balex:0.1.1.0.1.1
66,ldlt-balex,,recipitur,,ldlt-balex:0.1.1.0.1.1
67,ldlt-balex,,loci,,ldlt-balex:0.1.1.0.1.1
68,ldlt-balex,,in,,lem-1.2-in
69,ldlt-balex,,tantum,,ldlt-balex:0.1.1.0.1.1
70,ldlt-balex,,munitiones,,ldlt-balex:0.1.1.0.1.1
71,ldlt-balex,,proferuntur,,ldlt-balex:0.1.1.0.1.1
72,ldlt-balex,,Nam,,ldlt-balex:0.1.1.0.1.2
73,ldlt-balex,,ab,,ldlt-balex:0.1.1.0.1.2.0.0.0
74,ldlt-balex,,incendio,,lem-1.3-ab-incendio
75,ldlt-balex,,fere,,ldlt-balex:0.1.1.0.1.2
76,ldlt-balex,,tuta,,ldlt-balex:0.1.1.0.1.2
77,ldlt-balex,,est,,ldlt-balex:0.1.1.0.1.2
78,ldlt-balex,,Alexandria,,ldlt-balex:0.1.1.0.1.2
79,ldlt-balex,,quod,,ldlt-balex:0.1.1.0.1.2
80,ldlt-balex,,sine,,ldlt-balex:0.1.1.0.1.2
81,ldlt-balex,,contignatione,,ldlt-balex:0.1.1.0.1.2
82,ldlt-balex,,ac,,ldlt-balex:0.1.1.0.1.2
83,ldlt-balex,,materia,,ldlt-balex:0.1.1.0.1.2
84,ldlt-balex,,sunt,,ldlt-balex:0.1.1.0.1.2
85,ldlt-balex,,aedificia,,ldlt-balex:0.1.1.0.1.2
86,ldlt-balex,,et,,lem-1.3-et-structuris
87,ldlt-balex,,structuris,,lem-1.3-et-structuris
88,ldlt-balex,,ac,,lem-1.3-ac
89,ldlt-balex,,fornicibus,,ldlt-balex:0.1.1.0.1.2
90,ldlt-balex,,continentur,,ldlt-balex:0.1.1.0.1.2
91,ldlt-balex,,tectaque,,ldlt-balex:0.1.1.0.1.2
92,ldlt-balex,,sunt,,ldlt-balex:0.1.1.0.1.2
93,ldlt-balex,,rudere,,ldlt-balex:0.1.1.0.1.2
94,ldlt-balex,,aut,,ldlt-balex:0.1.1.0.1.2
95,ldlt-balex,,pauimentis,,ldlt-balex:0.1.1.0.1.2
96,ldlt-balex,,Caesar,,ldlt-balex:0.1.1.0.1.3
97,ldlt-balex,,maxime,,ldlt-balex:0.1.1.0.1.3
98,ldlt-balex,,studebat,,ldlt-balex:0.1.1.0.1.3
99,ldlt-balex,,ut,,ldlt-balex:0.1.1.0.1.3
100,ldlt-balex,,quam,,ldlt-balex:0.1.1.0.1.3
101,ldlt-balex,,angustissimam,,ldlt-balex:0.1.1.0.1.3
102,ldlt-balex,,partem,,ldlt-balex:0.1.1.0.1.3
103,ldlt-balex,,oppidi,,ldlt-balex:0.1.1.0.1.3
104,ldlt-balex,,palus,,ldlt-balex:0.1.1.0.1.3
105,ldlt-balex,,a,,ldlt-balex:0.1.1.0.1.3
106,ldlt-balex,,meridie,,ldlt-balex:0.1.1.0.1.3
107,ldlt-balex,,interiecta,,ldlt-balex:0.1.1.0.1.3
108,ldlt-balex,,efficiebat,,ldlt-balex:0.1.1.0.1.3
109,ldlt-balex,,hanc,,ldlt-balex:0.1.1.0.1.3
110,ldlt-balex,,operibus,,ldlt-balex:0.1.1.0.1.3
111,ldlt-balex,,uineisque,,ldlt-balex:0.1.1.0.1.3
112,ldlt-balex,,agendis,,ldlt-balex:0.1.1.0.1.3
113,ldlt-balex,,ab,,ldlt-balex:0.1.1.0.1.3
114,ldlt-balex,,reliqua,,ldlt-balex:0.1.1.0.1.3
115,ldlt-balex,,parte,,ldlt-balex:0.1.1.0.1.3
116,ldlt-balex,,urbis,,ldlt-balex:0.1.1.0.1.3
117,ldlt-balex,,excluderet,,ldlt-balex:0.1.1.0.1.3
118,ldlt-balex,,illud,,ldlt-balex:0.1.1.0.1.4
119,ldlt-balex,,expectans,,lem-1.5-expectans
120,ldlt-balex,,primum,,ldlt-balex:0.1.1.0.1.4
121,ldlt-balex,,ut,,ldlt-balex:0.1.1.0.1.4
122,ldlt-balex,,cum,,ldlt-balex:0.1.1.0.1.4
123,ldlt-balex,,in,,ldlt-balex:0.1.1.0.1.4
124,ldlt-balex,,duas,,ldlt-balex:0.1.1.0.1.4
125,ldlt-balex,,partes,,ldlt-balex:0.1.1.0.1.4
126,ldlt-balex,,esset,,ldlt-balex:0.1.1.0.1.4
127,ldlt-balex,,urbs,,lem-1.5-urbs
128,ldlt-balex,,diuisa,,ldlt-balex:0.1.1.0.1.4
129,ldlt-balex,,acies,,ldlt-balex:0.1.1.0.1.4
130,ldlt-balex,,uno,,ldlt-balex:0.1.1.0.1.4
131,ldlt-balex,,consilio,,ldlt-balex:0.1.1.0.1.4
132,ldlt-balex,,atque,,ldlt-balex:0.1.1.0.1.4
133,ldlt-balex,,imperio,,ldlt-balex:0.1.1.0.1.4
134,ldlt-balex,,administraretur,,ldlt-balex:0.1.1.0.1.4
135,ldlt-balex,,deinde,,ldlt-balex:0.1.1.0.1.4
136,ldlt-balex,,ut,,ldlt-balex:0.1.1.0.1.4
137,ldlt-balex,,laborantibus,,ldlt-balex:0.1.1.0.1.4
138,ldlt-balex,,succurri,,ldlt-balex:0.1.1.0.1.4
139,ldlt-balex,,atque,,ldlt-balex:0.1.1.0.1.4
140,ldlt-balex,,ex,,ldlt-balex:0.1.1.0.1.4
141,ldlt-balex,,altera,,ldlt-balex:0.1.1.0.1.4
142,ldlt-balex,,oppidi,,ldlt-balex:0.1.1.0.1.4
143,ldlt-balex,,parte,,ldlt-balex:0.1.1.0.1.4
144,ldlt-balex,,auxilium,,ldlt-balex:0.1.1.0.1.4
145,ldlt-balex,,ferri,,ldlt-balex:0.1.1.0.1.4
146,ldlt-balex,,posset,,ldlt-balex:0.1.1.0.1.4
147,ldlt-balex,,in,,ldlt-balex:0.1.1.0.1.4
148,ldlt-balex,,primis,,ldlt-balex:0.1.1.0.1.4
149,ldlt-balex,,uero,,ldlt-balex:0.1.1.0.1.4
150,ldlt-balex,,ut,,ldlt-balex:0.1.1.0.1.4
151,ldlt-balex,,aqua,,ldlt-balex:0.1.1.0.1.4
152,ldlt-balex,,pabuloque,,ldlt-balex:0.1.1.0.1.4
153,ldlt-balex,,abundaret,,ldlt-balex:0.1.1.0.1.4
154,ldlt-balex,,Quarum,,ldlt-balex:0.1.1.0.1.4
155,ldlt-balex,,alterius,,lem-1.5-alterius-rei-copiam-exiguam-alterius
156,ldlt-balex,,rei,,lem-1.5-alterius-rei-copiam-exiguam-alterius
157,ldlt-balex,,copiam,,lem-1.5-alterius-rei-copiam-exiguam-alterius
158,ldlt-balex,,exiguam,,lem-1.5-alterius-rei-copiam-exiguam-alterius
159,ldlt-balex,,alterius,,lem-1.5-alterius-rei-copiam-exiguam-alterius
160,ldlt-balex,,nullam,,ldlt-balex:0.1.1.0.1.4
161,ldlt-balex,,omnino,,ldlt-balex:0.1.1.0.1.4
162,ldlt-balex,,facultatem,,ldlt-balex:0.1.1.0.1.4
163,ldlt-balex,,habebat,,ldlt-balex:0.1.1.0.1.4
164,ldlt-balex,,Quod,,ldlt-balex:0.1.1.0.1.4
165,ldlt-balex,,utrumque,,ldlt-balex:0.1.1.0.1.4
166,ldlt-balex,,large,,ldlt-balex:0.1.1.0.1.4
167,ldlt-balex,,palus,,ldlt-balex:0.1.1.0.1.4
168,ldlt-balex,,praebere,,ldlt-balex:0.1.1.0.1.4
169,ldlt-balex,,poterat,,ldlt-balex:0.1.1.0.1.4
170,ldlt-balex,,Neque,,ldlt-balex:0.1.1.0.2.0
171,ldlt-balex,,uero,,ldlt-balex:0.1.1.0.2.0
172,ldlt-balex,,Alexandrinis,,ldlt-balex:0.1.1.0.2.0
173,ldlt-balex,,in,,ldlt-balex:0.1.1.0.2.0
174,ldlt-balex,,gerendis,,ldlt-balex:0.1.1.0.2.0
175,ldlt-balex,,negotiis,,ldlt-balex:0.1.1.0.2.0
176,ldlt-balex,,cunctatio,,ldlt-balex:0.1.1.0.2.0
177,ldlt-balex,,ulla,,ldlt-balex:0.1.1.0.2.0
178,ldlt-balex,,aut,,ldlt-balex:0.1.1.0.2.0
179,ldlt-balex,,mora,,ldlt-balex:0.1.1.0.2.0
180,ldlt-balex,,inferebatur,,ldlt-balex:0.1.1.0.2.0
181,ldlt-balex,,Nam,,ldlt-balex:0.1.1.0.2.0
182,ldlt-balex,,in,,ldlt-balex:0.1.1.0.2.0
183,ldlt-balex,,omnes,,ldlt-balex:0.1.1.0.2.0
184,ldlt-balex,,partes,,ldlt-balex:0.1.1.0.2.0
185,ldlt-balex,,per,,ldlt-balex:0.1.1.0.2.0
186,ldlt-balex,,quas,,ldlt-balex:0.1.1.0.2.0
187,ldlt-balex,,fines,,ldlt-balex:0.1.1.0.2.0
188,ldlt-balex,,Aegypti,,ldlt-balex:0.1.1.0.2.0
189,ldlt-balex,,regnumque,,ldlt-balex:0.1.1.0.2.0
190,ldlt-balex,,pertinet,,ldlt-balex:0.1.1.0.2.0
191,ldlt-balex,,legatos,,ldlt-balex:0.1.1.0.2.0
192,ldlt-balex,,conquisitoresque,,ldlt-balex:0.1.1.0.2.0
193,ldlt-balex,,dilectus,,ldlt-balex:0.1.1.0.2.0
194,ldlt-balex,,habendi,,ldlt-balex:0.1.1.0.2.0
195,ldlt-balex,,causa,,ldlt-balex:0.1.1.0.2.0
196,ldlt-balex,,miserant,,ldlt-balex:0.1.1.0.2.0
197,ldlt-balex,,magnumque,,ldlt-balex:0.1.1.0.2.0
198,ldlt-balex,,numerum,,ldlt-balex:0.1.1.0.2.0
199,ldlt-balex,,in,,ldlt-balex:0.1.1.0.2.0
200,ldlt-balex,,oppidum,,ldlt-balex:0.1.1.0.2.0
201,ldlt-balex,,telorum,,ldlt-balex:0.1.1.0.2.0
202,ldlt-balex,,atque,,ldlt-balex:0.1.1.0.2.0
203,ldlt-balex,,tormentorum,,ldlt-balex:0.1.1.0.2.0
204,ldlt-balex,,conuexerant,,ldlt-balex:0.1.1.0.2.0
205,ldlt-balex,,et,,ldlt-balex:0.1.1.0.2.0
206,ldlt-balex,,innumerabilem,,ldlt-balex:0.1.1.0.2.0
207,ldlt-balex,,multitudinem,,lem-2.1-multitudinem-armatorum
208,ldlt-balex,,armatorum,,ldlt-balex:0.1.1.0.2.0.0.0.0
209,ldlt-balex,,adduxerant,,ldlt-balex:0.1.1.0.2.0
210,ldlt-balex,,Nec,,ldlt-balex:0.1.1.0.2.1
211,ldlt-balex,,minus,,ldlt-balex:0.1.1.0.2.1
212,ldlt-balex,,in,,ldlt-balex:0.1.1.0.2.1
213,ldlt-balex,,urbe,,ldlt-balex:0.1.1.0.2.1
214,ldlt-balex,,maximae,,ldlt-balex:0.1.1.0.2.1
215,ldlt-balex,,armorum,,ldlt-balex:0.1.1.0.2.1
216,ldlt-balex,,erant,,ldlt-balex:0.1.1.0.2.1
217,ldlt-balex,,institutae,,ldlt-balex:0.1.1.0.2.1
218,ldlt-balex,,officinae,,ldlt-balex:0.1.1.0.2.1
219,ldlt-balex,,Seruos,,ldlt-balex:0.1.1.0.2.1
220,ldlt-balex,,praeterea,,ldlt-balex:0.1.1.0.2.1
221,ldlt-balex,,puberes,,ldlt-balex:0.1.1.0.2.1
222,ldlt-balex,,armauerant,,ldlt-balex:0.1.1.0.2.1
223,ldlt-balex,,quibus,,ldlt-balex:0.1.1.0.2.1
224,ldlt-balex,,domini,,ldlt-balex:0.1.1.0.2.1
225,ldlt-balex,,locupletiores,,ldlt-balex:0.1.1.0.2.1
226,ldlt-balex,,uictum,,ldlt-balex:0.1.1.0.2.1
227,ldlt-balex,,cotidianum,,ldlt-balex:0.1.1.0.2.1
228,ldlt-balex,,stipendiumque,,ldlt-balex:0.1.1.0.2.1
229,ldlt-balex,,praebebant,,ldlt-balex:0.1.1.0.2.1
230,ldlt-balex,,Hac,,lem-2.3-hac
231,ldlt-balex,,multitudine,,ldlt-balex:0.1.1.0.2.2
232,ldlt-balex,,disposita,,ldlt-balex:0.1.1.0.2.2
233,ldlt-balex,,munitiones,,ldlt-balex:0.1.1.0.2.2
234,ldlt-balex,,semotarum,,lem-2.3-semotarum
235,ldlt-balex,,partium,,ldlt-balex:0.1.1.0.2.2
236,ldlt-balex,,tuebantur,,ldlt-balex:0.1.1.0.2.2
237,ldlt-balex,,Veteranas,,ldlt-balex:0.1.1.0.2.2
238,ldlt-balex,,cohortes,,ldlt-balex:0.1.1.0.2.2
239,ldlt-balex,,uacuas,,lem-2.3-uacuas-in-celeberrimis-urbis-locis
240,ldlt-balex,,in,,lem-2.3-uacuas-in-celeberrimis-urbis-locis
241,ldlt-balex,,celeberrimis,,lem-2.3-uacuas-in-celeberrimis-urbis-locis
242,ldlt-balex,,urbis,,lem-2.3-uacuas-in-celeberrimis-urbis-locis
243,ldlt-balex,,locis,,lem-2.3-uacuas-in-celeberrimis-urbis-locis
244,ldlt-balex,,habebant,,ldlt-balex:0.1.1.0.2.2
245,ldlt-balex,,ut,,ldlt-balex:0.1.1.0.2.2
246,ldlt-balex,,quacumque,,ldlt-balex:0.1.1.0.2.2
247,ldlt-balex,,regione,,ldlt-balex:0.1.1.0.2.2
248,ldlt-balex,,pugnaretur,,ldlt-balex:0.1.1.0.2.2
249,ldlt-balex,,integris,,ldlt-balex:0.1.1.0.2.2
250,ldlt-balex,,uiribus,,ldlt-balex:0.1.1.0.2.2
251,ldlt-balex,,ad,,ldlt-balex:0.1.1.0.2.2
252,ldlt-balex,,auxilium,,ldlt-balex:0.1.1.0.2.2
253,ldlt-balex,,ferendum,,ldlt-balex:0.1.1.0.2.2
254,ldlt-balex,,opponi,,ldlt-balex:0.1.1.0.2.2
255,ldlt-balex,,possent,,ldlt-balex:0.1.1.0.2.2
256,ldlt-balex,,Omnibus,,ldlt-balex:0.1.1.0.2.3
257,ldlt-balex,,uiis,,ldlt-balex:0.1.1.0.2.3
258,ldlt-balex,,atque,,ldlt-balex:0.1.1.0.2.3
259,ldlt-balex,,angiportis,,ldlt-balex:0.1.1.0.2.3
260,ldlt-balex,,triplicem,,ldlt-balex:0.1.1.0.2.3
261,ldlt-balex,,uallum,,ldlt-balex:0.1.1.0.2.3
262,ldlt-balex,,obduxerant,,ldlt-balex:0.1.1.0.2.3
263,ldlt-balex,,erat,,ldlt-balex:0.1.1.0.2.3
264,ldlt-balex,,autem,,ldlt-balex:0.1.1.0.2.3
265,ldlt-balex,,quadrato,,ldlt-balex:0.1.1.0.2.3
266,ldlt-balex,,extructus,,ldlt-balex:0.1.1.0.2.3
267,ldlt-balex,,saxo,,ldlt-balex:0.1.1.0.2.3
268,ldlt-balex,,neque,,ldlt-balex:0.1.1.0.2.3
269,ldlt-balex,,minus,,ldlt-balex:0.1.1.0.2.3
270,ldlt-balex,,XL,,ldlt-balex:0.1.1.0.2.3
271,ldlt-balex,,pedes,,ldlt-balex:0.1.1.0.2.3
272,ldlt-balex,,altitudinis,,ldlt-balex:0.1.1.0.2.3
273,ldlt-balex,,habebat,,ldlt-balex:0.1.1.0.2.3
274,ldlt-balex,,quaeque,,ldlt-balex:0.1.1.0.2.3
275,ldlt-balex,,partes,,ldlt-balex:0.1.1.0.2.3
276,ldlt-balex,,urbis,,ldlt-balex:0.1.1.0.2.3
277,ldlt-balex,,inferiores,,ldlt-balex:0.1.1.0.2.3
278,ldlt-balex,,erant,,ldlt-balex:0.1.1.0.2.3
279,ldlt-balex,,has,,ldlt-balex:0.1.1.0.2.3
280,ldlt-balex,,altissimis,,ldlt-balex:0.1.1.0.2.3
281,ldlt-balex,,turribus,,ldlt-balex:0.1.1.0.2.3
282,ldlt-balex,,denorum,,ldlt-balex:0.1.1.0.2.3
283,ldlt-balex,,tabulatorum,,ldlt-balex:0.1.1.0.2.3
284,ldlt-balex,,munierant,,ldlt-balex:0.1.1.0.2.3
285,ldlt-balex,,Praeterea,,ldlt-balex:0.1.1.0.2.4
286,ldlt-balex,,alias,,ldlt-balex:0.1.1.0.2.4
287,ldlt-balex,,ambulatorias,,ldlt-balex:0.1.1.0.2.4
288,ldlt-balex,,totidem,,ldlt-balex:0.1.1.0.2.4
289,ldlt-balex,,tabulatorum,,ldlt-balex:0.1.1.0.2.4
290,ldlt-balex,,confixerant,,lem-2.5-confixerant
291,ldlt-balex,,subiectisque,,ldlt-balex:0.1.1.0.2.4
292,ldlt-balex,,eas,,ldlt-balex:0.1.1.0.2.4
293,ldlt-balex,,rotis,,ldlt-balex:0.1.1.0.2.4
294,ldlt-balex,,funibus,,ldlt-balex:0.1.1.0.2.4
295,ldlt-balex,,iumentisque,,ldlt-balex:0.1.1.0.2.4
296,ldlt-balex,,derectis,,ldlt-balex:0.1.1.0.2.4
297,ldlt-balex,,plateis,,ldlt-balex:0.1.1.0.2.4
298,ldlt-balex,,in,,ldlt-balex:0.1.1.0.2.4
299,ldlt-balex,,quamcumque,,ldlt-balex:0.1.1.0.2.4
300,ldlt-balex,,erat,,ldlt-balex:0.1.1.0.2.4
301,ldlt-balex,,uisum,,ldlt-balex:0.1.1.0.2.4
302,ldlt-balex,,partem,,ldlt-balex:0.1.1.0.2.4
303,ldlt-balex,,mouebant,,ldlt-balex:0.1.1.0.2.4
304,ldlt-balex,,Vrbs,,ldlt-balex:0.1.1.0.3.0
305,ldlt-balex,,fertilissima,,ldlt-balex:0.1.1.0.3.0
306,ldlt-balex,,et,,ldlt-balex:0.1.1.0.3.0
307,ldlt-balex,,copiosissima,,ldlt-balex:0.1.1.0.3.0
308,ldlt-balex,,omnium,,ldlt-balex:0.1.1.0.3.0
309,ldlt-balex,,rerum,,ldlt-balex:0.1.1.0.3.0
310,ldlt-balex,,apparatus,,ldlt-balex:0.1.1.0.3.0
311,ldlt-balex,,suggerebat,,ldlt-balex:0.1.1.0.3.0
312,ldlt-balex,,Ipsi,,ldlt-balex:0.1.1.0.3.0
313,ldlt-balex,,homines,,ldlt-balex:0.1.1.0.3.0
314,ldlt-balex,,ingeniosi,,lem-3.1-ingeniosi
315,ldlt-balex,,atque,,ldlt-balex:0.1.1.0.3.0
316,ldlt-balex,,acutissimi,,ldlt-balex:0.1.1.0.3.0
317,ldlt-balex,,quae,,ldlt-balex:0.1.1.0.3.0
318,ldlt-balex,,a,,ldlt-balex:0.1.1.0.3.0
319,ldlt-balex,,nobis,,lem-3.1-nobis
320,ldlt-balex,,fieri,,ldlt-balex:0.1.1.0.3.0
321,ldlt-balex,,uiderant,,ldlt-balex:0.1.1.0.3.0
322,ldlt-balex,,ea,,ldlt-balex:0.1.1.0.3.0
323,ldlt-balex,,sollertia,,ldlt-balex:0.1.1.0.3.0
324,ldlt-balex,,efficiebant,,ldlt-balex:0.1.1.0.3.0
325,ldlt-balex,,ut,,ldlt-balex:0.1.1.0.3.0
326,ldlt-balex,,nostri,,ldlt-balex:0.1.1.0.3.0
327,ldlt-balex,,illorum,,ldlt-balex:0.1.1.0.3.0
328,ldlt-balex,,opera,,ldlt-balex:0.1.1.0.3.0
329,ldlt-balex,,imitati,,ldlt-balex:0.1.1.0.3.0
330,ldlt-balex,,uiderentur,,ldlt-balex:0.1.1.0.3.0
331,ldlt-balex,,et,,ldlt-balex:0.1.1.0.3.0
332,ldlt-balex,,sua,,ldlt-balex:0.1.1.0.3.0
333,ldlt-balex,,sponte,,ldlt-balex:0.1.1.0.3.0
334,ldlt-balex,,multa,,ldlt-balex:0.1.1.0.3.0
335,ldlt-balex,,reperiebant,,ldlt-balex:0.1.1.0.3.0
336,ldlt-balex,,unoque,,ldlt-balex:0.1.1.0.3.0
337,ldlt-balex,,tempore,,ldlt-balex:0.1.1.0.3.0
338,ldlt-balex,,et,,ldlt-balex:0.1.1.0.3.0
339,ldlt-balex,,nostras,,ldlt-balex:0.1.1.0.3.0
340,ldlt-balex,,munitiones,,ldlt-balex:0.1.1.0.3.0
341,ldlt-balex,,infestabant,,ldlt-balex:0.1.1.0.3.0
342,ldlt-balex,,et,,ldlt-balex:0.1.1.0.3.0
343,ldlt-balex,,suas,,ldlt-balex:0.1.1.0.3.0
344,ldlt-balex,,defendebant,,ldlt-balex:0.1.1.0.3.0
345,ldlt-balex,,Atque,,ldlt-balex:0.1.1.0.3.1
346,ldlt-balex,,haec,,ldlt-balex:0.1.1.0.3.1
347,ldlt-balex,,principes,,ldlt-balex:0.1.1.0.3.1
348,ldlt-balex,,in,,ldlt-balex:0.1.1.0.3.1
349,ldlt-balex,,consiliis,,ldlt-balex:0.1.1.0.3.1
350,ldlt-balex,,contionibusque,,ldlt-balex:0.1.1.0.3.1
351,ldlt-balex,,agitabant,,ldlt-balex:0.1.1.0.3.1
352,ldlt-balex,,populum,,ldlt-balex:0.1.1.0.3.1
353,ldlt-balex,,Romanum,,ldlt-balex:0.1.1.0.3.1
354,ldlt-balex,,paulatim,,ldlt-balex:0.1.1.0.3.1
355,ldlt-balex,,in,,ldlt-balex:0.1.1.0.3.1
356,ldlt-balex,,consuetudinem,,ldlt-balex:0.1.1.0.3.1
357,ldlt-balex,,eius,,lem-3.2-eius
358,ldlt-balex,,regni,,ldlt-balex:0.1.1.0.3.1
359,ldlt-balex,,occupandi,,ldlt-balex:0.1.1.0.3.1
360,ldlt-balex,,uenire,,ldlt-balex:0.1.1.0.3.1
361,ldlt-balex,,paucis,,ldlt-balex:0.1.1.0.3.2
362,ldlt-balex,,annis,,ldlt-balex:0.1.1.0.3.2
363,ldlt-balex,,ante,,lem-3.3-ante-A.-Gabinium
364,ldlt-balex,,A,,lem-3.3-ante-A.-Gabinium
365,ldlt-balex,,Gabinium,,lem-3.3-ante-A.-Gabinium
366,ldlt-balex,,cum,,ldlt-balex:0.1.1.0.3.2
367,ldlt-balex,,exercitu,,ldlt-balex:0.1.1.0.3.2
368,ldlt-balex,,fuisse,,ldlt-balex:0.1.1.0.3.2
369,ldlt-balex,,in,,ldlt-balex:0.1.1.0.3.2
370,ldlt-balex,,Aegypto,,ldlt-balex:0.1.1.0.3.2
371,ldlt-balex,,Pompeium,,ldlt-balex:0.1.1.0.3.2
372,ldlt-balex,,se,,ldlt-balex:0.1.1.0.3.2
373,ldlt-balex,,ex,,ldlt-balex:0.1.1.0.3.2
374,ldlt-balex,,fuga,,ldlt-balex:0.1.1.0.3.2
375,ldlt-balex,,eodem,,ldlt-balex:0.1.1.0.3.2
376,ldlt-balex,,recepisse,,ldlt-balex:0.1.1.0.3.2
377,ldlt-balex,,Caesarem,,ldlt-balex:0.1.1.0.3.2
378,ldlt-balex,,uenisse,,ldlt-balex:0.1.1.0.3.2
379,ldlt-balex,,cum,,ldlt-balex:0.1.1.0.3.2
380,ldlt-balex,,copiis,,ldlt-balex:0.1.1.0.3.2
381,ldlt-balex,,neque,,ldlt-balex:0.1.1.0.3.2
382,ldlt-balex,,morte,,ldlt-balex:0.1.1.0.3.2
383,ldlt-balex,,Pompei,,ldlt-balex:0.1.1.0.3.2
384,ldlt-balex,,quicquam,,ldlt-balex:0.1.1.0.3.2
385,ldlt-balex,,profectum,,ldlt-balex:0.1.1.0.3.2
386,ldlt-balex,,quominus,,ldlt-balex:0.1.1.0.3.2
